id,added,authentication,file_urls_fullsize,file_urls_original,file_urls_square_thumbnail,file_urls_thumbnail,filename,has_derivative_image,item_id,metadata_mime_type,mime_type,modified,original_filename,size,stored,type_os,url
13,2021-05-14T13:43:25+00:00,06117284d881dce5ae079f350fe63257,https://s3.amazonaws.com/omeka-net/59415/archive/fullsize/f5e2a2a5d142486f307a51bb07b66d22.jpg?AWSAccessKeyId=AKIAI3ATG3OSQLO5HGKA&Expires=1625097600&Signature=r1tHsvn43Fp9MW3HZuBbuQ%2B%2FVxs%3D,https://s3.amazonaws.com/omeka-net/59415/archive/files/f5e2a2a5d142486f307a51bb07b66d22.jpg?AWSAccessKeyId=AKIAI3ATG3OSQLO5HGKA&Expires=1625097600&Signature=kE%2F4JKCRXYLbmRPs8aTr2QHAO0I%3D,https://s3.amazonaws.com/omeka-net/59415/archive/square_thumbnails/f5e2a2a5d142486f307a51bb07b66d22.jpg?AWSAccessKeyId=AKIAI3ATG3OSQLO5HGKA&Expires=1625097600&Signature=hQdDph5zEwu2HQflOUolOcFP4rI%3D,https://s3.amazonaws.com/omeka-net/59415/archive/thumbnails/f5e2a2a5d142486f307a51bb07b66d22.jpg?AWSAccessKeyId=AKIAI3ATG3OSQLO5HGKA&Expires=1625097600&Signature=j%2BouYFyDu2ukKatnSUkuFSw%2FcJM%3D,f5e2a2a5d142486f307a51bb07b66d22.jpg,True,43,image/jpeg,image/jpeg,2021-05-14T13:45:29+00:00,2 - 0001.jpg,1292041,True,"JPEG image data, JFIF standard 1.01",https://erdinggeschichte.omeka.net/api/files/13
14,2021-05-14T13:44:20+00:00,0693d4dce222fdb095206400d0bfe9a4,https://s3.amazonaws.com/omeka-net/59415/archive/fullsize/885ac5c95e0abcdbe01244f1d0e1a913.jpg?AWSAccessKeyId=AKIAI3ATG3OSQLO5HGKA&Expires=1625097600&Signature=rmrh7z0b1Glrfebr1AkKeoiik9k%3D,https://s3.amazonaws.com/omeka-net/59415/archive/files/885ac5c95e0abcdbe01244f1d0e1a913.jpg?AWSAccessKeyId=AKIAI3ATG3OSQLO5HGKA&Expires=1625097600&Signature=OMgPgL4q0bT1e4Z4x9%2BL7qAdulY%3D,https://s3.amazonaws.com/omeka-net/59415/archive/square_thumbnails/885ac5c95e0abcdbe01244f1d0e1a913.jpg?AWSAccessKeyId=AKIAI3ATG3OSQLO5HGKA&Expires=1625097600&Signature=bs97ghTj9fXUz56dvUpOLbfSKCA%3D,https://s3.amazonaws.com/omeka-net/59415/archive/thumbnails/885ac5c95e0abcdbe01244f1d0e1a913.jpg?AWSAccessKeyId=AKIAI3ATG3OSQLO5HGKA&Expires=1625097600&Signature=vVTXkNb8dN99ZtTHBxbDGNTuYTg%3D,885ac5c95e0abcdbe01244f1d0e1a913.jpg,True,44,image/jpeg,image/jpeg,2021-05-14T13:45:43+00:00,2 - 0002.jpg,1104643,True,"JPEG image data, JFIF standard 1.01",https://erdinggeschichte.omeka.net/api/files/14
15,2021-05-14T13:45:01+00:00,85816ed2f9c59ed2e6bd442c8ea4a086,https://s3.amazonaws.com/omeka-net/59415/archive/fullsize/fc0769fccfbc88e09bda102880aad99a.jpg?AWSAccessKeyId=AKIAI3ATG3OSQLO5HGKA&Expires=1625097600&Signature=zlawn%2F%2BkUXQ5Dgg1PrEHXC5Y74A%3D,https://s3.amazonaws.com/omeka-net/59415/archive/files/fc0769fccfbc88e09bda102880aad99a.jpg?AWSAccessKeyId=AKIAI3ATG3OSQLO5HGKA&Expires=1625097600&Signature=rtsjaNz4hoSlt5KS2gmk6FKxT0c%3D,https://s3.amazonaws.com/omeka-net/59415/archive/square_thumbnails/fc0769fccfbc88e09bda102880aad99a.jpg?AWSAccessKeyId=AKIAI3ATG3OSQLO5HGKA&Expires=1625097600&Signature=mqZgkJl35suvouOFPMnrXRcM0E4%3D,https://s3.amazonaws.com/omeka-net/59415/archive/thumbnails/fc0769fccfbc88e09bda102880aad99a.jpg?AWSAccessKeyId=AKIAI3ATG3OSQLO5HGKA&Expires=1625097600&Signature=NhSDUshTLUkkHOS%2F7WrSdqnIdvI%3D,fc0769fccfbc88e09bda102880aad99a.jpg,True,45,image/jpeg,image/jpeg,2021-05-14T13:45:49+00:00,2 - 0003.jpg,1646770,True,"JPEG image data, JFIF standard 1.01",https://erdinggeschichte.omeka.net/api/files/15
16,2021-05-14T13:46:27+00:00,b70b4ac6ff5184d3b3e29a4f3ccbc017,https://s3.amazonaws.com/omeka-net/59415/archive/fullsize/72418b26380b3bb1efd5983f00986666.jpg?AWSAccessKeyId=AKIAI3ATG3OSQLO5HGKA&Expires=1625097600&Signature=tlTfCBSSAM5t0A3nuHFBcFU1Xqs%3D,https://s3.amazonaws.com/omeka-net/59415/archive/files/72418b26380b3bb1efd5983f00986666.jpg?AWSAccessKeyId=AKIAI3ATG3OSQLO5HGKA&Expires=1625097600&Signature=lE2o0uOmABRMjh5sfaN0FPS7OIU%3D,https://s3.amazonaws.com/omeka-net/59415/archive/square_thumbnails/72418b26380b3bb1efd5983f00986666.jpg?AWSAccessKeyId=AKIAI3ATG3OSQLO5HGKA&Expires=1625097600&Signature=rrJIcXDebiaMI6FD5DmTZ1fF5mw%3D,https://s3.amazonaws.com/omeka-net/59415/archive/thumbnails/72418b26380b3bb1efd5983f00986666.jpg?AWSAccessKeyId=AKIAI3ATG3OSQLO5HGKA&Expires=1625097600&Signature=CnDU6UCvxsQY3AhP%2FM9tk31KQGs%3D,72418b26380b3bb1efd5983f00986666.jpg,True,46,image/jpeg,image/jpeg,2021-05-14T13:46:32+00:00,2 - 0004.jpg,1261157,True,"JPEG image data, JFIF standard 1.01",https://erdinggeschichte.omeka.net/api/files/16
17,2021-05-14T13:47:39+00:00,77c7301afeb5d1b09681350e710ce467,https://s3.amazonaws.com/omeka-net/59415/archive/fullsize/1ca7841d4babf8af1e365b4b9b6516cf.jpg?AWSAccessKeyId=AKIAI3ATG3OSQLO5HGKA&Expires=1625097600&Signature=56dMT0mvP5v1Ix25NFB%2Bc%2FNVAxc%3D,https://s3.amazonaws.com/omeka-net/59415/archive/files/1ca7841d4babf8af1e365b4b9b6516cf.jpg?AWSAccessKeyId=AKIAI3ATG3OSQLO5HGKA&Expires=1625097600&Signature=6Yz86Oa9mhmkYY66G8TTeQnhjtM%3D,https://s3.amazonaws.com/omeka-net/59415/archive/square_thumbnails/1ca7841d4babf8af1e365b4b9b6516cf.jpg?AWSAccessKeyId=AKIAI3ATG3OSQLO5HGKA&Expires=1625097600&Signature=aciTQdAYvl0ODeyfuTnO%2Bj8KB1M%3D,https://s3.amazonaws.com/omeka-net/59415/archive/thumbnails/1ca7841d4babf8af1e365b4b9b6516cf.jpg?AWSAccessKeyId=AKIAI3ATG3OSQLO5HGKA&Expires=1625097600&Signature=TiazBnJPnPNcLNoYV5JAe9hvCnI%3D,1ca7841d4babf8af1e365b4b9b6516cf.jpg,True,47,image/jpeg,image/jpeg,2021-05-14T13:47:44+00:00,2 - 0005.jpg,1366459,True,"JPEG image data, JFIF standard 1.01",https://erdinggeschichte.omeka.net/api/files/17
18,2021-05-14T13:48:16+00:00,a5ba75f1903195c8d26a160fd10282e4,https://s3.amazonaws.com/omeka-net/59415/archive/fullsize/a5c663d9ba9a268650763f5842d52170.jpg?AWSAccessKeyId=AKIAI3ATG3OSQLO5HGKA&Expires=1625097600&Signature=Rq0iTzQAEs35e9ehZLKOOkoc16Y%3D,https://s3.amazonaws.com/omeka-net/59415/archive/files/a5c663d9ba9a268650763f5842d52170.jpg?AWSAccessKeyId=AKIAI3ATG3OSQLO5HGKA&Expires=1625097600&Signature=qU7Q80ZqBRruyqv7tw2sWYWASAs%3D,https://s3.amazonaws.com/omeka-net/59415/archive/square_thumbnails/a5c663d9ba9a268650763f5842d52170.jpg?AWSAccessKeyId=AKIAI3ATG3OSQLO5HGKA&Expires=1625097600&Signature=iUwBfmj1bIdv5Jm9QduOtMf3nwc%3D,https://s3.amazonaws.com/omeka-net/59415/archive/thumbnails/a5c663d9ba9a268650763f5842d52170.jpg?AWSAccessKeyId=AKIAI3ATG3OSQLO5HGKA&Expires=1625097600&Signature=UIMWuOBH1T3eOcc5Mr7rQ3wTYlk%3D,a5c663d9ba9a268650763f5842d52170.jpg,True,48,image/jpeg,image/jpeg,2021-05-14T13:48:21+00:00,2 - 0006.jpg,1287864,True,"JPEG image data, JFIF standard 1.01",https://erdinggeschichte.omeka.net/api/files/18
19,2021-05-14T13:49:07+00:00,93408d26f3ca87c2ceab59b5f4120aa4,https://s3.amazonaws.com/omeka-net/59415/archive/fullsize/0c9f07ee4edc55a3894dc7d93b024f97.jpg?AWSAccessKeyId=AKIAI3ATG3OSQLO5HGKA&Expires=1625097600&Signature=QbPDv9sDPu8XpHNlCwANriPWa2g%3D,https://s3.amazonaws.com/omeka-net/59415/archive/files/0c9f07ee4edc55a3894dc7d93b024f97.jpg?AWSAccessKeyId=AKIAI3ATG3OSQLO5HGKA&Expires=1625097600&Signature=BooBoYhB%2BJM0god%2Bz9B2EF1q17o%3D,https://s3.amazonaws.com/omeka-net/59415/archive/square_thumbnails/0c9f07ee4edc55a3894dc7d93b024f97.jpg?AWSAccessKeyId=AKIAI3ATG3OSQLO5HGKA&Expires=1625097600&Signature=DtCQC6xeTnQMA5oBY%2B4fVc4CeRg%3D,https://s3.amazonaws.com/omeka-net/59415/archive/thumbnails/0c9f07ee4edc55a3894dc7d93b024f97.jpg?AWSAccessKeyId=AKIAI3ATG3OSQLO5HGKA&Expires=1625097600&Signature=vfUBERKA3LtBfoX4NtzBPiXb3T8%3D,0c9f07ee4edc55a3894dc7d93b024f97.jpg,True,49,image/jpeg,image/jpeg,2021-05-14T13:49:11+00:00,2 - 0007.jpg,1632327,True,"JPEG image data, JFIF standard 1.01",https://erdinggeschichte.omeka.net/api/files/19
20,2021-05-14T13:49:56+00:00,2eadba8c2d31780995914a01c09562bf,https://s3.amazonaws.com/omeka-net/59415/archive/fullsize/0c9b0af23bc1b5940ed864a7c7f35008.jpg?AWSAccessKeyId=AKIAI3ATG3OSQLO5HGKA&Expires=1625097600&Signature=R8qpn966CtPrHIpuhA16yCw8GjI%3D,https://s3.amazonaws.com/omeka-net/59415/archive/files/0c9b0af23bc1b5940ed864a7c7f35008.jpg?AWSAccessKeyId=AKIAI3ATG3OSQLO5HGKA&Expires=1625097600&Signature=g%2BiTraxVJsT1OZk0f4FwRwuRp%2Bk%3D,https://s3.amazonaws.com/omeka-net/59415/archive/square_thumbnails/0c9b0af23bc1b5940ed864a7c7f35008.jpg?AWSAccessKeyId=AKIAI3ATG3OSQLO5HGKA&Expires=1625097600&Signature=%2F8V55AD27SXp%2B417aJ1A5iB1la0%3D,https://s3.amazonaws.com/omeka-net/59415/archive/thumbnails/0c9b0af23bc1b5940ed864a7c7f35008.jpg?AWSAccessKeyId=AKIAI3ATG3OSQLO5HGKA&Expires=1625097600&Signature=1a3yX%2F2aAFRrQh91Jg7KtxS1YgA%3D,0c9b0af23bc1b5940ed864a7c7f35008.jpg,True,50,image/jpeg,image/jpeg,2021-05-14T13:50:02+00:00,2 - 0008.jpg,1629227,True,"JPEG image data, JFIF standard 1.01",https://erdinggeschichte.omeka.net/api/files/20
21,2021-05-14T13:50:36+00:00,ab65845385c82c6fc0c1126527ea907b,https://s3.amazonaws.com/omeka-net/59415/archive/fullsize/7859dbc9d3338194a5f927d72a66c633.jpg?AWSAccessKeyId=AKIAI3ATG3OSQLO5HGKA&Expires=1625097600&Signature=W41C6xOMHFiItzYA0A48KbAQnAk%3D,https://s3.amazonaws.com/omeka-net/59415/archive/files/7859dbc9d3338194a5f927d72a66c633.jpg?AWSAccessKeyId=AKIAI3ATG3OSQLO5HGKA&Expires=1625097600&Signature=ERKj03WtW7ifn2r7BsbnhqqpjZc%3D,https://s3.amazonaws.com/omeka-net/59415/archive/square_thumbnails/7859dbc9d3338194a5f927d72a66c633.jpg?AWSAccessKeyId=AKIAI3ATG3OSQLO5HGKA&Expires=1625097600&Signature=uj0A97yPK%2BClQCqnH%2BZ9jvjkjDw%3D,https://s3.amazonaws.com/omeka-net/59415/archive/thumbnails/7859dbc9d3338194a5f927d72a66c633.jpg?AWSAccessKeyId=AKIAI3ATG3OSQLO5HGKA&Expires=1625097600&Signature=wMP9sb7PHActPDqd5ppw3CS0kKY%3D,7859dbc9d3338194a5f927d72a66c633.jpg,True,51,image/jpeg,image/jpeg,2021-05-14T13:50:42+00:00,2 - 0009.jpg,1269599,True,"JPEG image data, JFIF standard 1.01",https://erdinggeschichte.omeka.net/api/files/21
22,2021-05-14T13:51:13+00:00,aa373759939ebf36ff14d77e2b75741b,https://s3.amazonaws.com/omeka-net/59415/archive/fullsize/27670d3748e210f85b0f21e4dfd46ab0.jpg?AWSAccessKeyId=AKIAI3ATG3OSQLO5HGKA&Expires=1625097600&Signature=%2BPpkmIEzg9XdFVZ2Lk96i%2FvXb3Q%3D,https://s3.amazonaws.com/omeka-net/59415/archive/files/27670d3748e210f85b0f21e4dfd46ab0.jpg?AWSAccessKeyId=AKIAI3ATG3OSQLO5HGKA&Expires=1625097600&Signature=3WmiGK%2F5tD1Fl3ZX00mBenSiZ8Q%3D,https://s3.amazonaws.com/omeka-net/59415/archive/square_thumbnails/27670d3748e210f85b0f21e4dfd46ab0.jpg?AWSAccessKeyId=AKIAI3ATG3OSQLO5HGKA&Expires=1625097600&Signature=otjMbyjd2B0wFxK%2FbbPlClSzWo8%3D,https://s3.amazonaws.com/omeka-net/59415/archive/thumbnails/27670d3748e210f85b0f21e4dfd46ab0.jpg?AWSAccessKeyId=AKIAI3ATG3OSQLO5HGKA&Expires=1625097600&Signature=nh88BYwqtPCPYbkovQqAIxmdB50%3D,27670d3748e210f85b0f21e4dfd46ab0.jpg,True,52,image/jpeg,image/jpeg,2021-05-14T13:51:18+00:00,2 - 0010.jpg,1333010,True,"JPEG image data, JFIF standard 1.01",https://erdinggeschichte.omeka.net/api/files/22
